Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Cold Cut_downgraded,Do [ice] 7 damage,2,sfx(~_ice~); attack(7[;] ICE); sfxdamage(target[;] 7);,Flash Freeze,REQUIRE1|REQUIRE1|REQUIRE1|REQUIRE1,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Candy Cane Spear,Do [sword]<d6> damage|Gain [regen]1 regen|,2,attack(d); sfxdamage(target[;] d); inflictself(~Regen~); sfx(~_cure~);,Candy Spear,ODD,,RED,change_power,change_power,,,2,NO,NO,,,,,,,,,,,,,
Candy Cane Spear_upgraded,Do [sword]<d6> damage|Gain [regen]2 regen|,2,attack(d); sfxdamage(target[;] d); inflictself(~Regen~); sfx(~_cure~);,Candy Spear,ODD,,RED,,,,,3,NO,NO,,,,,,,,,,,,,
Candy Cane Spear_downgraded,Do [sword]<d6> damage,2,attack(d); sfxdamage(target[;] d);,Candy Spear,ODD,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Christmas Vacation,Flee Immediately,1,flee(); bonus(10000000000000000);,Jetpack,ODD,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Christmas Vacation_upgraded,Flee Immediately,1,flee(); bonus(10000000000000000);,Jetpack,NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Christmas Vacation_downgraded,Flee Immediately,1,flee(); bonus(10000000000000000);,Jetpack,ODD|ODD|ODD,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
AC Unit,Gain [fan]2 fan,1,inflictself(~Fan~[;] 2); sfx(~_ice~);,Refrigerator,ODD,,BRIGHTCYAN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
AC Unit_upgraded,Gain [fan]3 fan,1,inflictself(~Fan~[;] 3); sfx(~_ice~);,Refrigerator,ODD,,BRIGHTCYAN,,,,,0,YES,NO,,,,,,,,,,,,,
AC Unit_downgraded,Gain [fan]1 fan,1,inflictself(~Fan~); sfx(~_ice~);,Refrigerator,REQUIRE1,,BRIGHTCYAN,,,,,0,YES,NO,,,,,,,,,,,,,
Tree Shake,Receive 1-3 ornaments|Take [sword]1 dmg for each|Only on odd turns,2,var number = rand([2[;]3[;]4]); sfx(~_thinghappens~); while(number >= 1) { giveequipment(rand(getequipmentlist(null[;][~decor~][;][]))[;]true[;]false); attackself(1); sfxdamage(target[;] 1); number--; } if(self.spaceleft() <= 2){ bonus(-10000); },,NORMAL|NORMAL|NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,,,e.dicehistory = [];,,if(turn % 2 == 1) { e.availablethisturn = true; } else { e.availablethisturn = false; e.unavailabletext = e.displayname + e.namemodifier; e.unavailabledetails = [~Unavailable (Even Turn)~]; },,,if(e.dicehistory.length > 0){ var dh = e.dicehistory[0].basevalue; if(e.remainingcountdown == dh ) { bonus(9999); } else { if(e.remainingcountdown <= dh) { bonus(-10 * dh); } else if(e.remainingcountdown  == dh) { bonus(10 * dh); } } e.dicehistory = []; },,,,,
Broken Ornament,Do [sword]<d6> damage|Inflict [bleed]1 bleed|[gray](once per battle),1,inflict(~Bleed~); sfx(~_poison~); attack(d); sfxdamage(target[;] d);,,NORMAL,,RED,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Tree Shake_upgraded,Receive 3-5 ornaments|Take [sword]1 dmg for each|Only on odd turns,2,var number = rand([3[;]4[;]5]); sfx(~_thinghappens~); while(number >= 1) { giveequipment(rand(getequipmentlist(null[;][~decor~][;][]))[;]true[;]false); attackself(1); sfxdamage(target[;] 1); number--; } if(self.spaceleft() <= 2){ bonus(-10000); },,NORMAL|NORMAL,9,GREEN,,,,,0,YES,NO,,,,,if(turn % 2 == 1) { e.availablethisturn = true; } else { e.availablethisturn = false; e.unavailabletext = e.displayname + e.namemodifier; e.unavailabledetails = [~Unavailable (Even Turn)~]; },,,,,,,,
Tree Shake_downgraded,Receive 1-3 ornaments|Take [sword]1 dmg for each|Only on odd turns,2,var number = rand([1[;]2[;]3]); sfx(~_thinghappens~); while(number >= 1) { giveequipment(rand(getequipmentlist(null[;][~decor~][;][]))[;]true[;]false); attackself(1); sfxdamage(target[;] 1); number--; } if(self.spaceleft() <= 2){ bonus(-10000); },,NORMAL|NORMAL|NORMAL|NORMAL,,GREEN,,,,,0,YES,NO,,,,,if(turn % 2 == 1) { e.availablethisturn = true; } else { e.availablethisturn = false; e.unavailabletext = e.displayname + e.namemodifier; e.unavailabledetails = [~Unavailable (Even Turn)~]; },,,,,,,,
Nutcracker_upgraded,Do [sword]<d6> damage|Triple if enemy is male,2,var namelist = [~Drake~[;]~Wicker Man~[;]~Snowman~[;]~Hothead~[;]~Wolf Puppy~[;]~Bully~[;]~Elf~[;]~Thief~[;]~Warrior~[;]~Buster~[;]~Cactus~[;]~Copycat~[;]~Cornelius~[;]~Cowboy~[;]~Fireman~[;]~Frog~[;]~Gargoyle~[;]~Handyman~[;]~Loud Bird~[;]~Magician~[;]~Pirate~[;]~Rat King~[;]~Rotten Apple~[;]~Rose~[;]~Skeleton~[;]~Sneezy~[;]~Space Marine~[;]~Sterohead~[;]~Sticky Hands~[;]~Vacuum~[;]~Warlock~[;]~Wizard~[;]~Yeti~[;]~Wisp~]; var doubledmg = false; for(name in namelist) { if(target.name == name) { doubledmg = true; break; } } if(doubledmg) { attack(d * 3); sfxdamage(target[;] d*3); } else { attack(d); sfxdamage(target[;] d); },,MAX5,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Nutcracker_downgraded,Do [sword]<d6> damage|Double if enemy is male,2,var namelist = [~Drake~[;]~Wicker Man~[;]~Snowman~[;]~Hothead~[;]~Wolf Puppy~[;]~Bully~[;]~Elf~[;]~Thief~[;]~Warrior~[;]~Buster~[;]~Cactus~[;]~Copycat~[;]~Cornelius~[;]~Cowboy~[;]~Fireman~[;]~Frog~[;]~Gargoyle~[;]~Handyman~[;]~Loud Bird~[;]~Magician~[;]~Pirate~[;]~Rat King~[;]~Rotten Apple~[;]~Rose~[;]~Skeleton~[;]~Sneezy~[;]~Space Marine~[;]~Sterohead~[;]~Sticky Hands~[;]~Vacuum~[;]~Warlock~[;]~Wizard~[;]~Yeti~[;]~Wisp~]; var doubledmg = false; for(name in namelist) { if(target.name == name) { doubledmg = true; break; } } if(doubledmg) { attack(d * 2); sfxdamage(target[;] d*2); } else { attack(d); sfxdamage(target[;] d); },,MAX4,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
All I Want,Do [sword]3 damage|Per [song]song on self|Lose all song,2,if(getstatusself(~Song~) > 4) { bonus(10000); } attack(getstatusself(~Song~)*3); sfxdamage(target[;] getstatusself(~Song~)*3); removestatusself(~Song~[;] ALL); sfx(~_song~);,,COUNTDOWN,10,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
All I Want_upgraded,Do [sword]3 damage|Per [song]song on self|Lose all song,1,if(getstatusself(~Song~) > 4) { bonus(10000); } attack(getstatusself(~Song~)*3); sfxdamage(target[;] getstatusself(~Song~)*3); removestatusself(~Song~[;] ALL); sfx(~_song~);,,COUNTDOWN,8,RED,,,,,0,NO,NO,,,,,,,,,,,,,
All I Want_downgraded,Do [sword]2 damage|Per [song]song on self|Lose all song,2,attack(getstatusself(~Song~)*2); sfxdamage(target[;] getstatusself(~Song~)*2); removestatusself(~Song~[;] ALL); sfx(~_song~);,,COUNTDOWN,12,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Sing,Do [weaken]<d6> damage|Gain [song]3 song|On 8[;]gain 2 more,2,attack(d[;] WEAKEN); sfxdamage(target[;] d); sfx(~_weaken~); inflictself(~Song~[;] 3); sfx(~_song~); if(d == 8) inflictself(~Song~[;] 2);,,MAX4|MAX4,,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Sing_upgraded,Do [weaken]<d6> damage|Gain [song]5 song|On 8[;]gain 2 more,2,attack(d[;] WEAKEN); sfxdamage(target[;] d); sfx(~_weaken~); inflictself(~Song~[;] 5); sfx(~_song~); if(d == 8) inflictself(~Song~[;] 2);,,MAX4|MAX4,,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Sing_downgraded,Do [weaken]<d6> damage|Gain [song]song,2,attack(d[;] WEAKEN); sfxdamage(target[;] d); sfx(~_weaken~); inflictself(~Song~); sfx(~_song~);,,MAX3|MAX3,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Mic Drop,Do [sword]<double> damage|Halve your song count,1,removestatusself(~Song~[;] getstatusself(~Song~) / 2); attack(d*2); sfxdamage(target[;] d*2);,,MAX3,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Mic Drop_upgraded,Do [sword]<double> damage|Halve your song count,1,removestatusself(~Song~[;] getstatusself(~Song~) / 2); attack(d*2); sfxdamage(target[;] d*2);,,MAX4,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Mic Drop_downgraded,Do [sword]<double> damage|Halve your song count,1,removestatusself(~Song~[;] getstatusself(~Song~) / 2); attack(d*2); sfxdamage(target[;] d*2);,,REQUIRE1,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Fire Ornament,Do [sword]<d6> damage|Inflict [fire]1 burn|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflict(FIRE); sfx(~_fire~);,,NORMAL,,RED,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Snowflake Ornament,Do [sword]<d6> damage|Inflict [ice]1 freeze|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflict(ICE); sfx(~_ice~);,,NORMAL,,BRIGHTCYAN,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Sharp Ornament,Do [sword]<d6> damage|[gray](once per battle),1,attack(d); sfxdamage(target[;] d);,,NORMAL|FREE2,,RED,change_power,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Sharp Ornament_upgraded,Do [sword]<d6> damage|[gray](once per battle),1,attack(d); sfxdamage(target[;] d);,,NORMAL|FREE4,,RED,,,,,0,NO,YES,decor,,,,,,,,,,,,
Toxic Ornament,Do [sword]<d6> damage|Inflict [poison]2 poison|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflict(POISON[;]2); sfx(~_poison~);,,NORMAL,,PURPLE,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Cursed Ornament,Do [sword]<d6> damage|Inflict [curse]1 curse|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflict(CURSE); sfx(~_curse~);,,NORMAL,,GREY,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Golden Star,Do [sword]7 damage|Inflict [blind]3 blind,1,attack(7); sfxdamage(target[;] 7); inflict(BLIND[;] 3); sfx(~_blind~); bonus(100);,,COUNTDOWN,7,YELLOW,change_power,change_power,,,0,NO,YES,decor,,,,,,,,,,,,
Golden Star_upgraded,Do [sword]12 damage|Inflict [blind]3 blind,1,attack(12); sfxdamage(target[;] 12); inflict(BLIND[;] 3); sfx(~_blind~); bonus(100);,,COUNTDOWN,7,YELLOW,,,,,0,NO,YES,decor,,,,,,,,,,,,
Golden Star_downgraded,Do [sword]7 damage|Inflict [blind]1 blind,1,attack(7); sfxdamage(target[;] 7); inflict(BLIND[;] 1); sfx(~_blind~); bonus(100);,,COUNTDOWN,7,YELLOW,,,,,0,NO,YES,decor,,,,,,,,,,,,
Wind Ornament,Do [sword]<d6> damage|Gain [dodge]1 dodge|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflictself(DODGE); sfx(~_dodge~);,,NORMAL,,YELLOW,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Heavy Ornament,Do [sword]<d6> damage|Inflict [weaken]1 weaken|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflict(WEAKEN); sfx(~_weaken~);,,NORMAL,,ORANGE,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Electric Ornament,Do [sword]<d6> damage|Inflict [shock]1 shock|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflict(SHOCK); sfx(~_shock~);,,NORMAL,,YELLOW,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Chain Ornament,Do [sword]<d6> damage|Inflict [lock]1 lock|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflict(LOCK); sfx(~_lock~);,,NORMAL,,GREY,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Armor Ornament,Do [sword]<d6> damage|Gain [reduce]1 reduce|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflictself(REDUCE); sfx(~_shield~);,,NORMAL,,ORANGE,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Barricade Ornament,Do [sword]<d6> damage|Gain [shield]4 shield|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflictself(SHIELD[;] 4); sfx(~_shield~);,,NORMAL,,ORANGE,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Boomerang Ornament,Do [sword]<d6> damage|Return the dice|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); givedice(d); sfx(~_metals~);,,NORMAL,,RED,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Mini Christmas Tree,Do [sword]<d6> damage|Gain an Ornament|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); sfx(~_thinghappens~); giveequipment(rand(getequipmentlist(null[;][~decor~][;][]))[;]true[;]false);,,NORMAL,,GREEN,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Snowglobe Ornament,Do [sword]<d6> damage|Inflict [shiver]1 slush|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflict(~Slush~); sfx(~_ice~);,,NORMAL,,BRIGHTCYAN,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Food Ornament,Do [sword]<d6> damage|Heal [heal]3 hp|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); attackself(-3); sfx(~_heal~);,,NORMAL,,GREEN,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Repeating Ornament,Do [sword]<d6> damage|Do it again in [jinx]2 turns|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); bonus(d * 20); jinx(~Repeater~[;]~take [sword]%VAR% damage~[;]~Take [sword]%VAR% damage~[;]~attack(%VAR%); sfxdamage(null[;] %VAR%);~[;]target[;]self[;]2[;]d); sfx(~_thinghappens~);,,NORMAL,,PINK,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Slide,Do [sword]<d6> damage|On 6[;] freeze a dice,1,attack(d); if(d == 6) inflict(ICE); if(d >= 6) { sfx(~_ICE~[;]~~[;]0.2); } sfxdamage(target[;]d);,,MAX3|MAX3,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Slide_upgraded,Do [sword]<d6> damage|On 8[;] freeze 2 dice,1,attack(d); if(d == 8) inflict(ICE[;] 2); if(d >= 8) { sfx(~_ICE~[;]~~[;]0.2); } sfxdamage(target[;]d);,,MAX4|MAX4,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Slide_downgraded,Do [sword]<d6> damage|On 4[;] freeze a dice,1,attack(d); if(d == 4) inflict(ICE); if(d >= 4) { sfx(~_ICE~[;]~~[;]0.2); } sfxdamage(target[;]d);,,MAX2|MAX2,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Downplayed Ornament,Do [weaken]<d6> damage|Inflict [powerdown]2 power down|[gray](once per battle),1,attack(d[;] WEAKEN); sfxdamage(target[;] d); inflict(~Powerdown~[;] 2); sfx(~_weaken~);,,NORMAL,,ORANGE,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Card Reroll,Rerolls all random cards,2,self.destroyallequipment(); giveequipment([~Short Sword~][;]true[;]false); giveequipment([~Card Reroll~][;]true[;]false); giveequipment(rand(getequipmentlist(null[;][][;][~alternateversion~[;]~skillcard~[;]~excludefromrandomlists~[;]~robotonly~[;]~witchonly~]))[;] -1); giveequipment(rand(getequipmentlist(null[;][][;][~alternateversion~[;]~skillcard~[;]~excludefromrandomlists~[;]~robotonly~[;]~witchonly~]))[;] -1); sfx(~_thinghappens~);,,COUNTDOWN,6,,,noeffect,,,0,YES,NO,shockavoid|weakenavoid|weakenimmune|curseavoid,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Palm Christmas Tree,Gain an Ornament,2,sfx(~_thinghappens~); giveequipment(rand(getequipmentlist(null[;][~decor~][;][]))[;]true[;]false);,,COUNTDOWN,10,GREEN,reducesize,noeffect,,,0,YES,NO,,,,,,,,,,,,,
Frozen Claw,Do [ice]<d6> damage|inflict [ice]1 freeze,1,attack(d[;] ICE); sfxdamage(target[;] d); inflict(ICE); sfx(~_ice~);,,MAX3,,BRIGHTCYAN,add2,decreaserange,,,0,NO,NO,,,,,,,,,,,,,
Frozen Slash,Do [ice]<d6> damage|inflicts [bleed]1 Bleed,2,attack(d[;] ICE); sfxdamage(target[;] d); inflict(~Bleed~); sfx(~_poison~);,,NORMAL|FREE2,,BRIGHTCYAN,add3,change_power,,,0,NO,NO,,,,,,,,,,,,,
Frozen Slash_downgraded,Do [ice]<d6> damage|inflict [ice]1 Freeze,2,attack(d[;] ICE); sfxdamage(target[;] d); inflict(ICE); sfx(~_ice~);,,NORMAL,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Self Consume,Heal [heal]<d6> health|In [jinx]<d6> turns[;]|take [sword]3 damage,1,attackself(-d); sfx(~_heal~); jinx(~Consume~[;]~take [sword]%VAR% damage~[;]~Take [sword]%VAR% damage~[;]~attack(%VAR%); sfxdamage(null[;] %VAR%);~[;]self[;]self[;]d[;]3); sfx(~_thinghappens~);,,MIN3,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Self Consume_upgraded,Heal [heal]<d6> health|In [jinx]<d6> turns[;]|take [sword]1 damage,1,attackself(-d); sfx(~_heal~); jinx(~Consume~[;]~take [sword]%VAR% damage~[;]~Take [sword]%VAR% damage~[;]~attack(%VAR%); sfxdamage(null[;] %VAR%);~[;]self[;]self[;]d[;]1); sfx(~_thinghappens~);,,NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Self Consume_downgraded,Heal [heal]<d6> health|In [jinx]<d6> turns[;]|take [sword]6 damage,1,attackself(-d); sfx(~_heal~); jinx(~Consume~[;]~take [sword]%VAR% damage~[;]~Take [sword]%VAR% damage~[;]~attack(%VAR%); sfxdamage(null[;] %VAR%);~[;]self[;]self[;]d[;]6); sfx(~_thinghappens~);,,MIN3,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Gumdrop Throw,Do [fire]6 damage|Inflict [heart]2 Too Sweet,1,attack(6[;] FIRE); sfxdamage(target[;] 6); inflict(~Too Sweet~[;] 2); sfx(~_cure~);,,COUNTDOWN,12,RED,threequartercountdown,change_power,,,0,NO,NO,,,,,,,,,,,,,
Gumdrop Throw_downgraded,Do [fire]5 damage|Inflict [heart]1 Too Sweet,1,attack(5[;] FIRE); sfxdamage(target[;] 5); inflict(~Too Sweet~); sfx(~_cure~);,,COUNTDOWN,12,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Candy Cane,Do [sword]6 damage|Returns a dice,2,var returndice = rand([actualdice[0].basevalue[;]actualdice[1].basevalue]); givedice(returndice); attack(6); sfxdamage(target[;] 6);,,NORMAL|NORMAL,8,RED,change_power,changetotal12,,,0,NO,NO,,,,,,,,,,,,,
Candy Cane_upgraded,Do [sword]6 damage|Returns a dice,2,var returndice = rand([actualdice[0].basevalue[;]actualdice[1].basevalue]); givedice(returndice); attack(6); sfxdamage(target[;] 6);,,NORMAL|NORMAL,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Gift Bag,Gives 3 toys|Only on odd turns,2,giveequipment(rand(getequipmentlist(null[;][~toy~][;][]))[;]true[;]false); giveequipment(rand(getequipmentlist(null[;][~toy~][;][]))[;]true[;]false); giveequipment(rand(getequipmentlist(null[;][~toy~][;][]))[;]true[;]false); sfx(~_thinghappens~);,,NORMAL|NORMAL|NORMAL|NORMAL,,RED,change_power,change_power,,,0,YES,NO,shockimmune|curseavoid|cannotreuse,,,,if(turn % 2 == 1) { e.availablethisturn = true; } else { e.availablethisturn = false; e.unavailabletext = e.displayname + e.namemodifier; e.unavailabledetails = [~Unavailable (Even Turn)~]; },,,,,,,,
Gift Bag_upgraded,Gives 4 toys|Only on odd turns,2,giveequipment(rand(getequipmentlist(null[;][~toy~][;][]))[;]true[;]false); giveequipment(rand(getequipmentlist(null[;][~toy~][;][]))[;]true[;]false); giveequipment(rand(getequipmentlist(null[;][~toy~][;][]))[;]true[;]false); sfx(~_thinghappens~);,,NORMAL|NORMAL|NORMAL|NORMAL,,RED,,,,,0,YES,NO,shockavoid|curseavoid|cannotreuse,,,,if(turn % 2 == 1) { e.availablethisturn = true; } else { e.availablethisturn = false; e.unavailabletext = e.displayname + e.namemodifier; e.unavailabledetails = [~Unavailable (Even Turn)~]; },,,,,,,,
Gift Bag_downgraded,Gives 2 toys|Only on odd turns,2,giveequipment(rand(getequipmentlist(null[;][~toy~][;][]))[;]true[;]false); giveequipment(rand(getequipmentlist(null[;][~toy~][;][]))[;]true[;]false); sfx(~_thinghappens~);,,MAX5|MIN2|MIN2|MAX5,,RED,,,,,0,YES,NO,,,,,if(turn % 2 == 1) { e.availablethisturn = true; } else { e.availablethisturn = false; e.unavailabletext = e.displayname + e.namemodifier; e.unavailabledetails = [~Unavailable (Even Turn)~]; },,,,,,,,
Train,Do [sword]<d6> damage|Gain [dodge]1 dodge|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflictself(DODGE); sfx(~_dodge~);,,NORMAL|NORMAL,,YELLOW,change_power,decreaserange,,,0,NO,YES,toy,,,,,,,,,,,,
Train_upgraded,Do [sword]<d6> damage|Gain [dodge]2 dodge|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflictself(DODGE[;] 2); sfx(~_dodge~);,,NORMAL|NORMAL,,YELLOW,,,,,0,NO,YES,toy,,,,,,,,,,,,
Wind Up Car,Do [sword]10 damage|[gray](once per battle),1,attack(10); sfxdamage(target[;] 10);,,COUNTDOWN,9,,halfcountdown,change_power,,,0,NO,YES,toy,,,,,,,,,,,,
Wind Up Car_downgraded,Do [sword]5 damage|[gray](once per battle),1,attack(5); sfxdamage(target[;] 5);,,COUNTDOWN,9,,,,,,0,NO,YES,toy,,,,,,,,,,,,
Nerf Gun,Do [sword]<d6> damage|[gray](once per battle),1,attack(d); sfxdamage(target[;] d);,,MAX5|FREE3,,RED,add4,change_power,,,0,NO,YES,toy,,,,,,,,,,,,
Nerf Gun_downgraded,Do [sword]<d6> damage|[gray](once per battle),1,attack(d); sfxdamage(target[;] d);,,MAX5|FREE1,,RED,,,,,0,NO,YES,toy,,,,,,,,,,,,
Candy Stockings,Heal [heal]<double> for [jinx]3 turns,1,for(i in 1...4) { jinx(~Candy Stocking~[;]~heal [heal]%VAR%x2 health~[;]~heal [heal]%VAR%x2 health~[;]~attack(-%VAR% * 2);~[;]self[;]self[;]i[;]d); },,MAX3,,GREEN,increaserange,decreaserange,,,0,YES,YES,toy,,,,,,,,,,,,
